テーマＩＤ,問題ＩＤ,,タイトル,問題本文,解説,解答１,解答２,解答３,解答４,解答５,解答６,解答７,解答８,解答９,解答１０
16,10,,電気使用場所に施設する電気機械器具（1）,*電気使用場所*に施設する*電気機械器具*は{1}がなく、かつ、*人体*に*危害*を及ぼし、又は*火災*が*発生*するおそれがある{2}がないように施設しなければならない。!ただし、*電気機械器具*を使用するために{1}又は*発熱体*の施設が*必要不可欠*である場合であって、*感電*その他*人体*に*危害*を及ぼし、又は*火災*が*発生*するおそれがないように施設する場合は、この限りでない。,電技省令第59条（電気使用場所に施設する電気機械器具の感電、火災等の防止）より,充電部の露出/充電部の絶縁/接続部の露出/接続部の絶縁,発熱/放電/過電流,,,,,,,,
16,11,,電気使用場所に施設する電気機械器具（2）,*燃料電池発電設備*が*一般用電気工作物*である場合には{1}を*表示*する*装置*を施設しなければならない。,電技省令第59条（電気使用場所に施設する電気機械器具の感電、火災等の防止）より,運転状態/発電電力量/電圧値/電流値,,,,,,,,,
16,12,,非常用予備電源の施設,*常用電源*の*停電時*に使用する*非常用予備電源*は、*需要場所以外の場所*に施設する*電路*であって、*常用電源側*のものと{1}ように施設しなければならない。!ただし、*非常用予備電源*は*需要場所*に施設するものに限る。,電技省令第61条（非常用予備電源の施設）より!*非常用予備電源*からの*逆圧*により*構外電線路**作業者*が*感電*する*事故*を*防止*するため、*需要場所*に*非常用予備電源*を施設する場合には、*常用電源*との間に*電気的*・*機械的インターロック装置*を施設する、または、これら*装置*から*供給*される*負荷回路*を*常用電源側*の*回路*から*独立*したものとする必要がある。,電気的に#接続しない/物理的に#接続しない/完全に#接続する,,,,,,,,,
16,13,,配線による危険の防止（1a）,*配線*は、*他の配線*、*弱電流電線*等と*接近*し、又は*交さ*する場合は{1}による*感電*又は*火災*のおそれがないように施設しなければならない。,電技省令第62条（配線による他の配線等又は工作物への危険の防止）より,混触/断線/放電,,,,,,,,,
16,14,,配線による危険の防止（1b）,*配線*は、*他の配線*、*弱電流電線*等と{1}する場合は*混触*による*感電*又は*火災*のおそれがないように施設しなければならない。,電技省令第62条（配線による他の配線等又は工作物への危険の防止）より,接近し、#又は交さ/平行に施設,,,,,,,,,
16,15,,配線による危険の防止（2）,*配線*は、*水道管*、*ガス管*又はこれらに類するものと*接近*し、又は*交さ*する場合は{1}によりこれらの*工作物*を*損傷*するおそれがなく、かつ、{2}によりこれらの*工作物*を介して*感電*又は*火災*のおそれがないように施設しなければならない。,電技省令第62条（配線による他の配線等又は工作物への危険の防止）より,放電/混触/発熱,漏電又は放電/地絡又は短絡/放電又は発熱,,,,,,,,
16,16,,低圧幹線等の保護措置（1）,*低圧*の*幹線*、*低圧*の*幹線*から*分岐*して*電気機械器具*に至る*低圧*の*電路*及び*引込口*から*低圧*の*幹線*を経ないで*電気機械器具*に至る*低圧*の*電路*には、適切な箇所に*開閉器*を施設するとともに、{1}が生じた場合に*当該幹線等*を*保護*できるよう、*{1}遮断器*を施設しなければならない。!ただし、*当該幹線等*における*短絡事故*により{1}が生じるおそれがない場合は、この限りでない。,電技省令第63条（過電流からの低圧幹線等の保護措置）より,過電流/過電圧/過負荷/短絡,,,,,,,,,
16,17,,低圧幹線等の保護措置（2）,*交通信号灯*、*出退表示灯*その他のその*損傷*により*公共*の*安全*の*確保*に*支障*を及ぼすおそれがあるものに*電気*を*供給*する*電路*には、{1}による*過熱焼損*からそれらの*電線*及び*電気機械器具*を*保護*できるよう、*{1}遮断器*を施設しなければならない。,電技省令第63条（過電流からの低圧幹線等の保護措置）より,過電流/不足電圧/過負荷/欠相,,,,,,,,,
16,18,,電動機の過負荷保護,{1}に施設する{2}を*超える**電動機*には、*過電流*による*当該電動機*の*焼損*により*火災*が*発生*するおそれがないよう、*過電流遮断器*の施設その他の適切な措置を講じなければならない。!ただし、*電動機*の*構造上*又は*負荷*の*性質上**電動機*を*焼損*するおそれがある*過電流*が生じるおそれがない場合は、この限りでない。,電技省令第65条（電動機の過負荷保護）より,屋内/屋外,出力が0.2kW/使用電圧が300V/出力が2.0kW/使用電圧が30V,,,,,,,,
16,19,,住宅の対地電圧の制限,*住宅*の*屋内電路*の*対地電圧*は{1}であること。!ただし、*同条*の*例外*に該当する場合は、この限りでない。,電技解釈第143条（電路の対地電圧の制限）より!本条文における「*住宅*」とは、*一般家庭*において*日常生活*をする場所をいい、*アパート*、*寮等*の*私室*も含まれる。!*高層アパート*の*ボイラー室*や*コンプレッサ室等*の*附帯設備*や、*ホテル*の*ロビー*に相当するような場所は*住宅*と考えない。#また、*店舗付住宅*のような場合は、*店舗*に相当する部分は*住宅*と考えない。,150V以下/300V以下/100V以下/200V以下,,,,,,,,,
16,20,,住宅の対地電圧の例外（1）,*住宅*の*屋内電路*の*対地電圧*は*150V以下*であること。!ただし、*定格消費電力*が{1}の*電気機械器具*及びこれに*電気*を*供給*する*屋内配線*を次により施設する場合はこの限りでない。!①*屋内配線*は、*当該電気機械器具のみ*に*電気*を*供給*するものであること。!②*電気機械器具*の*使用電圧*及びこれに*電気*を*供給*する*屋内配線*の*対地電圧*は{2}であること。!③*屋内配線*には{3}を施すこと。!④*電気機械器具*には{3}を施すこと。#ただし、次の*いずれか*に該当する場合は、この限りでない。#（A）*電気機械器具*のうち{3}を施さない部分が、*絶縁性*のある*材料*で堅ろうに作られたものである場合#（B）*電気機械器具*を、*乾燥*した*木製*の*床*その他これに類する*絶縁性*のものの*上*でのみ取り扱うように施設する場合!⑤*電気機械器具*は、*屋内配線*と{4}施設すること。!⑥*電気機械器具*に*電気*を*供給*する*電路*には{5}の*開閉器*及び*過電流遮断器*を施設すること。#ただし、*過電流遮断器*が*開閉機能*を有するものである場合は、*過電流遮断器*のみとすることができる。!⑦*電気機械器具*に*電気*を*供給*する*電路*には、*電路*に*地絡*が生じたときに*自動的*に*電路*を*遮断*する*装置*を施設すること。#ただし、次に適合する場合は、この限りでない。#（1）*電気機械器具*に*電気*を*供給*する*電路*の*電源側*に、次に適合する*変圧器*を施設すること。#（Ⅰ）*絶縁変圧器*であること。#（Ⅱ）*定格容量*は*3kVA以下*であること。#（Ⅲ）*1次電圧*は*低圧*であり、かつ、*2次電圧*は*300V以下*であること。#（2）*絶縁変圧器*には、*簡易接触防護措置*を施すこと。#（3）*絶縁変圧器*の*負荷側*の*電路*は{6}こと。,電技解釈第143条（電路の対地電圧の制限）より,2.0kW以上/0.2kW以下/1.5kW以下/3.0kW以上,300V以下/200V以下/450V以下,簡易接触防護措置/接触防護措置,直接接続して/差込接続器#により接続して,専用/他回路と共用,非接地である/接地する,,,,
16,21,,住宅の対地電圧の例外（2）,*住宅*の*屋内電路*の*対地電圧*は*150V以下*であること。!ただし、*当該住宅以外*の場所に*電気*を*供給*するための*屋内配線*を次により施設する場合はこの限りでない。!①*屋内配線*の*対地電圧*は{1}であること。!②{2}に*合成樹脂管工事*、*金属管工事*又は*ケーブル工事*により施設すること。,電技解釈第143条（電路の対地電圧の制限）より,300V以下/450V以下/200V以下,人が触れる#おそれがない#隠ぺい場所/乾燥した#点検できる場所,,,,,,,,
16,22,,住宅の対地電圧の例外（3）,*住宅*の*屋内電路*の*対地電圧*は*150V以下*であること。!ただし、*太陽電池モジュール*に接続する*負荷側*の*屋内配線*を次により施設する場合はこの限りでない。!①*屋内配線*の*対地電圧*は、*直流*{1}であること。!②*電路*に*地絡*が生じたときに*自動的*に*電路*を*遮断*する*装置*を施設すること。#ただし、次に適合する場合は、この限りでない。#（1）*直流電路*が{2}こと。#（2）*直流電路*に接続する*逆変換装置*の*交流側*に*絶縁変圧器*を施設すること。#（3）*太陽電池モジュール*の*合計出力*が{3}であること。ただし、*屋内電路*の*対地電圧*が*300V*を*超える場合*にあっては、*太陽電池モジュール*の*合計出力*は{4}とし、かつ、*直流電路*に*逆変換装置等以外*の*機械器具*を施設しないこと。!③*屋内配線*は、次の*いずれか*によること。#（A）{5}に、*合成樹脂管工事*、*金属管工事*又は*ケーブル工事*により施設すること。#（B）*ケーブル工事*により施設し、*電線*に*接触防護措置*を施すこと。,電技解釈第143条（電路の対地電圧の制限）より,450V以下/600V以下/300V以下,非接地である/接地されている,20kW未満/10kW未満/50kW未満,10kW以下/30kW以下/50kW以下/5kW以下,人が触れる#おそれのない#隠ぺい場所/乾燥した場所,,,,,
16,23,,家庭用電気機械器具の対地電圧の制限,*住宅以外*の場所の*屋内*に施設する*家庭用電気機械器具*に*電気*を*供給*する*屋内電路*の*対地電圧*は{1}であること。!ただし、*家庭用電気機械器具*並びにこれに*電気*を*供給*する*屋内配線*及びこれに施設する*配線器具*を、次の*いずれか*により施設する場合は、*300V以下*とすることができる。!（A）*住宅屋内電路*の*対地電圧*の*例外*の*規定*に準じて施設すること※!（B）{2}を施すこと。#ただし、*取扱者以外の者*が立ち入らない場所にあっては、この限りでない。,電技解釈第143条（電路の対地電圧の制限）より!※*定格消費電力*が*2kW以上*の*電気機械器具*及びこれに*電気*を*供給*する*屋内配線*を施設する場合における*対地電圧*の*例外*の*規定*に準じて施設すること。,150V以下/300V以下/110V以下/220V以下,簡易接触防護措置/接触防護措置,,,,,,,,
16,24,,低圧配線に使用する電線（1）,*低圧配線*は、*直径*{1}の*軟銅線*若しくはこれと同等以上の*強さ*及び*太さ*のもの又は*断面積*が*1.0m㎡以上*の*MIケーブル*であること。!ただし、*配線*の*使用電圧*が*300V以下*の場合において次の*いずれか*に該当する場合は、この限りでない。!（A）*電光サイン装置*、*出退表示灯*その他これらに類する装置又は*制御回路等*の*配線*に*直径*{2}の*軟銅線*を使用し、これを*合成樹脂管工事*、*金属管工事*、*金属線ぴ工事*、*金属ダクト工事*、*フロアダクト工事*又は*セルラダクト工事*により施設する場合!（B）*電光サイン装置*、*出退表示灯*その他これらに類する装置又は*制御回路等*の*配線*に*断面積*{3}の*多心ケーブル*又は*多心キャブタイヤケーブル*を使用し、かつ、*過電流*を生じた場合に*自動的*にこれを*電路*から*遮断*する*装置*を設ける場合!（C）*電技解釈第172条第1項*（*ショウケース*等の*低圧屋内配線*）の規定により*断面積*{3}の*コード*又は*キャブタイヤケーブル*を使用する場合!（D）*電技解釈第172条第3項*（*エレベータ*等の*低圧屋内配線*）の規定により*エレベータ用ケーブル*を使用する場合,電技解釈第146条（低圧配線に使用する電線）より,1.6mm/2.0mm/1.2mm/2.6mm,1.2mm以上/1.6mm以上/2.0mm以上/2.6mm以上,0.75m㎡以上/2.0m㎡以上/5.5m㎡以上,,,,,,,
16,25,,低圧配線に使用する電線（2）,*低圧配線*に使用する、*絶縁電線*の*許容電流*は、*絶縁体*の*材料*及び*周囲温度*による*許容電流補正係数*及び*同一管内*の*電線数*による*電流減少係数*を、*電線*の*種類*及び*太さ*により規定する*許容電流*に*乗じた値*であること。!*電線*の*種類*が*軟銅線*又は*硬銅線*の場合の*許容電流*は次のとおり。!①*導体*の*直径*が*1.6mm以上2.0mm未満*は{1}!②*導体*の*直径*が*2.0mm以上2.6mm未満*は{2}!③*導体*の*直径*が*2.6mm以上3.2mm未満*は{3}!④*導体*の*公称断面積*が*2.0m㎡以上3.5m㎡未満*は{4}!⑤*導体*の*公称断面積*が*3.5m㎡以上5.5m㎡未満*は{5}!⑥*導体*の*公称断面積*が*5.5m㎡以上8.0m㎡未満*は{6},電技解釈第146条（低圧配線に使用する電線）より,27A/17A/37A/48A,35A/49A/61A/29A,48A/61A/81A/107A,27A/19A/35A/48A,37A/49A/62A/81A,49A/88A/115A/61A,,,,
16,26,,低圧配線に使用する電線（3）,*絶縁体*の*材料*及び*周囲温度*による*許容電流補正係数*は、次に規定する*計算式*により*計算した値*であること。!ただし、*θ*は*周囲温度*で、*{1}℃以下*の場合は{1}とする。!①*絶縁体*の*材料*が*ビニル混合物*（*耐熱性*を有するものを*除く*）及び*天然ゴム混合物*の場合{2}!②*絶縁体*の*材料*が*ビニル混合物*（*耐熱性*を有するものに*限る*）、*ポリエチレン混合物*（*架橋*したものを*除く*）及び*スチレンブタジエンゴム混合物*の場合{3}!③*絶縁体*の*材料*が*エチレンプロピレンゴム混合物*の場合{4}!④*絶縁体*の*材料*が*ポリエチレン混合物*（*架橋*したものに*限る*）の場合{5},電技解釈第146条（低圧配線に使用する電線）より,30/20/0/60,【16_26_2_c.png】/【16_26_2_w1.png】/【16_26_2_w2.png】/【16_26_2_w3.png】,【16_26_3_c.png】/【16_26_3_w1.png】/【16_26_3_w2.png】/【16_26_3_w3.png】,【16_26_4_c.png】/【16_26_4_w1.png】/【16_26_4_w2.png】/【16_26_4_w3.png】,【16_26_5_c.png】/【16_26_5_w1.png】/【16_26_5_w2.png】/【16_26_5_w3.png】,,,,,
16,27,,低圧配線に使用する電線（4）,*絶縁電線*を*合成樹脂管*、*金属管*、*金属可とう電線管*又は*金属線ぴ*に収めて使用する場合における*電流減少係数*は次の値であること。!①*同一管内*の*電線数*が*3*の場合は{1}!②*同一管内*の*電線数*が*4*の場合は{2}!③*同一管内*の*電線数*が*5*又は*6*の場合は{3}!④*同一管内*の*電線数*が*7以上15以下*の場合は{4},電技解釈第146条（低圧配線に使用する電線）より!ただし、*電技解釈第148条第1項第五号ただし書*（*低圧幹線*に*電動機等*が接続される場合）並びに*電技解釈第149条第2項第一号ロ*（*低圧分岐回路*の*使用電線*）及び*第二号イ*（*電動機等*の*低圧分岐回路*）に規定する場合においては、この限りでない。,0.7/0.6/0.8/0.9,0.63/0.68/0.53/0.42,0.56/0.60/0.47,0.49/0.54/0.42,,,,,,
16,28,,引込口開閉器の施設,*低圧屋内電路*には*引込口*に*近い箇所*であって、*容易*に*開閉*することができる箇所に*開閉器*を施設すること。!ただし、次の*いずれか*に該当する場合は、この限りでない。!（A）*低圧屋内電路*の*使用電圧*が*300V以下*であって、*他*の*屋内電路*に*接続*する*長さ*{1}の*電路*から*電気*の*供給*を受ける場合#ただし、*他*の*屋内電路*は、*定格電流*が*15A以下*の*過電流遮断器*又は*定格電流*が*15Aを超え20A以下*の*配線用遮断器*で*保護*されているものに限る。!（B）*低圧屋内電路*に接続する*電源側*の*電路*に{2}を、これと*同一*の*構内*であって*容易*に*開閉*することができる箇所に施設する場合#ただし、*当該電路*に*架空部分*又は*屋上部分*がある場合は、その*架空部分*又は*屋上部分*より*負荷側*にある部分に限る。,電技解釈第147条（低圧屋内電路の引込口における開閉器の施設）より!ただし、*電技解釈第178条*に規定する*火薬庫*に施設するものを除く。!（A）は、*母屋*の*屋内配線*を経て、これと*離れた箇所*の*物置小屋等*に*電気*を*供給*する場合において、*当該物置小屋等*の*引込口開閉器*を*省略*できると規定している。!（B）の「*専用の開閉器*」とは、*他*の*電気使用場所*の*電路*とは*無関係*に*単独*でその*屋内電路*を*開閉*できる*専用*の*開閉器*をいう。#*工場*の*電気室*において、*回路毎*に*専用*の*開閉器*を設け、これにより*別*の*建造物内*にある*負荷側*の*電路*を*中央*で*操作*する場合、あるいは、*爆発*又は*燃焼*しやすい*危険*な*物質*を取り扱う場所で*開閉器*をその*屋内*に設けるのが好ましくない場合等に、*使用場所*の*屋内引込口*に*開閉器*を設けなくてもよい場合として用いられる。#*架空部分*もしくは*屋上部分*の*負荷側*の*開閉器*の施設が*必要*な*理由*は、*雷*の*侵入*又は*高電圧電路*との*混触*等を生じるおそれがあるため、*屋内電路*とこれらの*電源側電路*とは必要に応じ*分離*できるようにする必要があるためである。,15m以下/50m以下/100m以下,専用の開閉器/遠隔開閉装置,,,,,,,,
16,29,,低圧幹線の施設（1）,*低圧幹線*は、{1}おそれがない*場所*に施設すること。,電技解釈第148条（低圧幹線の施設）より,損傷を受ける/絶縁が劣化する/雨露に晒される,,,,,,,,,
16,30,,低圧幹線の施設（2）,*低圧幹線*の*許容電流*は、*低圧幹線*の*各部分ごと*に、その*部分*を通じて*供給*される*電気使用機械器具*の*定格電流*の{1}であること。!ただし、*当該低圧幹線*に*接続*する*負荷*のうち、*電動機*又はこれに類する{2}の*定格電流*の*合計*が、*他*の*電気使用機械器具*の*定格電流*の*合計*より{3}*場合*は、*他*の*電気使用機械器具*の*定格電流*の*合計*に*次の値*を*加えた値以上*であること。!①*電動機等*の*定格電流*の*合計*が*50A以下*の場合は、その*定格電流*の*合計*の{4}!②*電動機等*の*定格電流*の*合計*が*50Aを超える*場合は、その*定格電流*の*合計*の{5}!③前号の規定における*電流値*は、*需要率*、*力率等*が*明らかな場合*には、これらによって適当に*修正した値*とすることができる。,電技解釈第148条（低圧幹線の施設）より,合計値以上/合計値の#1.1倍以上/合計値の#1.25倍以上/合計値の#0.85倍以上,起動電流が大きい#電気機械器具/電流値が変動する#電気機械器具,大きい/小さい,1.25倍/1.1倍/0.7倍/2.5倍,1.1倍/1.25倍/0.7倍/2.5倍,,,,,
16,31,,低圧幹線の施設（3）,*低圧幹線*の*電源側電路*には、*当該低圧幹線*を*保護*する*過電流遮断器*を施設すること。!ただし、次の*いずれか*に該当する場合は、この限りでない。!（A）*低圧幹線*の*許容電流*が、*当該低圧幹線*の*電源側*に*接続*する*他*の*低圧幹線*を*保護*する*過電流遮断器*の*定格電流*の{1}である場合!（B）*過電流遮断器*に*直接接続*する*低圧幹線*又は*A*に掲げる*低圧幹線*に*接続*する*長さ*{2}の*低圧幹線*であって、*当該低圧幹線*の*許容電流*が、*当該低圧幹線*の*電源側*に*接続*する*他*の*低圧幹線*を*保護*する*過電流遮断器*の*定格電流*の{3}である場合!（C）*過電流遮断器*に*直接接続*する*低圧幹線*又は*A*若しくは*B*に掲げる*低圧幹線*に*接続*する*長さ*{4}の*低圧幹線*であって、*当該低圧幹線*の*負荷側*に*他*の*低圧幹線*を接続しない場合!（D）*低圧幹線*に*電気*を*供給*する*電源*が*太陽電池*のみであって、*当該低圧幹線*の*許容電流*が、*当該低圧幹線*を*通過*する{5}*以上*である場合,電技解釈第148条（低圧幹線の施設）より,55%以上/35%以上/85%以上/105%以上,8m以下/3m以下/15m以下/1m以下,35%以上/55%以上/15%以上/85%以上,3m以下/8m以下/15m以下/1m以下,最大短絡電流/最大動作電流,,,,,
16,32,,低圧幹線の施設（4）,*低圧幹線*の*電源側電路*に設ける*当該低圧幹線*を*保護*する*過電流遮断器*は、その*定格電流*が、*当該低圧幹線*の*許容電流以下*のものであること。!ただし、*低圧幹線*に*電動機等*が接続される場合の*定格電流*は、次の*いずれか*によることができる。!（A）*電動機等*の*定格電流*の*合計*の{1}に、*他*の*電気使用機械器具*の*定格電流*の*合計*を*加えた値以下*であるこ!（B）*A*の規定による値が*当該低圧幹線*の*許容電流*を*{2}した値*を*超える場合*は、その*許容電流*を*{2}した値以下*であること。!（C）*当該低圧幹線*の*許容電流*が{3}を*超える場合*であって、*A*又は*B*の規定による値が*過電流遮断器*の*標準定格*に該当しないときは、*A*又は*B*の規定による値の{4}の*標準定格*であること。,電技解釈第148条（低圧幹線の施設）より,3.0倍/2.5倍/1.25倍/1.1倍,2.5倍/1.25倍/2.0倍/1.1倍,100A/1000A/500A,直近上位/直近下位,,,,,,
16,33,,低圧幹線の施設（5）,*低圧幹線*の*電源側電路*に設ける*当該低圧幹線*を*保護*する*過電流遮断器*は、*各極*（*多線式電路*の{1}を*除く*）に施設すること。!ただし、*対地電圧*が{2}の*低圧屋内電路*の*接地側電線以外*の*電線*に施設した*過電流遮断器*が*動作*した場合において、*各極*が*同時*に*遮断*されるときは、*当該電路*の*接地側電線*に*過電流遮断器*を施設しないことができる。,電技解釈第148条（低圧幹線の施設）より,中性極/電圧極,150V以下/300V以下,,,,,,,,
16,34,,低圧分岐回路の施設（1）,*低圧分岐回路*には、*低圧幹線*との*分岐点*から*電線*の*長さ*が*{1}以下*の箇所に、*過電流遮断器*を施設すること。!ただし、*分岐点*から*過電流遮断器*までの*電線*が、次の*いずれか*に該当する場合は、*分岐点*から*{1}を超える箇所*に施設することができる。!（A）*電線*の*許容電流*が、その*電線*に*接続*する*低圧幹線*を*保護*する*過電流遮断器*の*定格電流*の{2}である場合!（B）*電線*の*長さ*が{3}であり、かつ、*電線*の*許容電流*がその*電線*に*接続*する*低圧幹線*を*保護*する*過電流遮断器*の*定格電流*の{4}である場合,電技解釈第149条（低圧分岐回路等の施設）より,3m/8m/1m/12m,55%以上/15%以上/35%以上/85%以上,8m以下/1m以下/5m以下/12m以下,35%以上/15%以上/85%以上/115%以上,,,,,,
16,35,,低圧分岐回路の施設（2）,*低圧幹線*との*分岐点*に施設する*過電流遮断器*の*定格電流*が*50A以下*の*低圧分岐回路*（*電動機等*のみに至る回路を*除く*）において、*電線*に*軟銅線*を使用する場合、*分岐点*に施設する*過電流遮断器*の*定格電流*に応じて、次の*太さ以上*の*軟銅線*を使用して施設すること。!①*定格電流*が*20A以下*の*配線用遮断器*※を使用する場合、*軟銅線*の*太さ*は{1}!②*定格電流*が*20Aを超え30A以下*の*過電流遮断器*を使用する場合、*軟銅線*の*太さ*は{2}!③*定格電流*が*30Aを超え40A以下*の*過電流遮断器*を使用する場合、*軟銅線*の*太さ*は{3}!④*定格電流*が*40Aを超え50A以下*の*過電流遮断器*を使用する場合、*軟銅線*の*太さ*は{4},電技解釈第149条（低圧分岐回路等の施設）より!※*過電流遮断器*に*配線用遮断器*を使用しない場合（*ヒューズ*等を用いる場合）について#*ヒューズ*等の*定格電流*が*15A以下*の場合は、*太さ*が*直径1.6mm以上*の*軟銅線*を使用し、#*ヒューズ等*の*定格電流*が*15Aを超え20A以下*の場合は*太さ*が*直径2.0mm以上*の*軟銅線*を使用する。,直径1.6mm以上/直径1.2mm以上/直径2.6mm以上/直径2.0mm以上,直径2.6mm以上/断面積3.5m㎡以上/断面積2.0m㎡以上/直径1.6mm以上,断面積8.0m㎡以上/断面積5.5m㎡以上/断面積14m㎡以上/断面積3.5m㎡以上,断面積14m㎡以上/断面積22m㎡以上/断面積38m㎡以上,,,,,,
16,36,,低圧分岐回路の施設（3）,*電動機*又はこれに類する*起動電流*が*大きい電気機械器具のみ*に至る*低圧分岐回路*に施設する*過電流遮断器*の*定格電流*は、その*過電流遮断器*に*直接接続*する*負荷側*の*電線*の*許容電流*を*{1}した値以下*であること。!ただし、*過電流遮断器*として*低圧電路*に施設する*過負荷保護装置*と*短絡保護専用遮断器*又は*短絡保護専用ヒューズ*を組み合わせた*装置*を用いる場合は{2}とする。!また、*当該電線*の*許容電流*が*100A*を*超える場合*であって、*その値*が*過電流遮断器*の*標準定格*に該当しないときは、*その値*の{3}の*標準定格*とする。,電技解釈第149条（低圧分岐回路等の施設）より,2.5倍/3.0倍/1.25倍/1.1倍,1.0倍/1.1倍/1.25倍/0.9倍,直近上位/直近下位,,,,,,,
16,37,,低圧分岐回路の施設（4）,*電動機*又はこれに類する*起動電流*が*大きい電気機械器具のみ*に至る*低圧分岐回路*に使用する*電線*の*許容電流*は、*間欠使用*その他の*特殊な使用方法*による場合を*除き*、その*部分*を*通じて供給*される*電動機等*の*定格電流*の*合計*が*50A以下の場合*はその*合計*を*{1}した値以上*とし、*50Aを超える場合*はその*合計*を*{2}した値以上*であること。,電技解釈第149条（低圧分岐回路等の施設）より,1.25倍/1.1倍/1.6倍/2.5倍,1.1倍/1.3倍/2.5倍/1.6倍,,,,,,,,
16,38,,低圧分岐回路の施設（5）,*定格電流*が*50A*を*超える**1の電気使用機械器具*（*電動機等*を除く）に至る*低圧分岐回路*は、次により施設すること。!①*低圧分岐回路*には{1}の*負荷*を接続しないこと。!②*低圧分岐回路*に施設する*過電流遮断器*の*定格電流*は、*当該電気使用機械器具*の*定格電流*を*{2}した値以下*であること。#ただし、*その値*が*過電流遮断器*の*標準定格*に該当しないときは、*その値*の*直近上位*の*標準定格*であること。!③*電線*の*許容電流*は、*当該電気使用機械器具*及び*低圧幹線*との*分岐点*に施設する*過電流遮断器*の規定により施設する*過電流遮断器*の{3}であること。,電技解釈第149条（低圧分岐回路等の施設）より,当該電気使用#機械器具以外/3以上/2以上,1.3倍/1.25倍/1.1倍/2.5倍,定格電流以上/定格電流の#1.1倍以上/定格電流の#1.25倍以上,,,,,,,
16,39,,低圧分岐回路の施設（6）,*住宅*の*屋内*には、次の*いずれか*に該当する場合を除き、*中性線*を有する*低圧分岐回路*を施設しないこと。!（A）*低圧配線*の{1}した場合において、*当該低圧配線*の*中性線*に接続される*電気機械器具*に*異常電圧*が加わらないように施設する場合!（B）*低圧配線*の{1}した場合において、*当該電路*を*自動的*に、かつ、*確実*に*遮断*する*装置*を施設する場合!（C）*1*の*電気機械器具*に至る*専用*の*低圧配線*として施設する場合,電技解釈第149条（低圧分岐回路等の施設）より,中性線が欠損/1線が地絡,,,,,,,,,
16,40,,配線器具の施設（1）,*低圧用*の*配線器具*は、次により施設すること。!①{1}しないように施設すること。#ただし、*取扱者以外の者*が出入りできないように措置した場所に施設する場合は、この限りでない。!②*湿気の多い場所*又は*水気のある場所*に施設する場合は{2}を施すこと。!③*配線器具*に*電線*を*接続*する場合は、*ねじ止め*その他これと同等以上の*効力*のある*方法*により、*堅ろう*に、かつ、*電気的*に完全に*接続*するとともに{3}ようにすること。!④{4}において*電気機械器具*に施設する*開閉器*、*接続器*、*点滅器*その他の*器具*は、*損傷*を受けるおそれがある場合には、これに堅ろうな*防護装置*を施すこと。,電技解釈第150条（配線器具の施設）より,充電部分が露出/配線部分が露出,防湿装置/完全防水措置,接続点に張力が#加わらない/接続点に張力が#加わる,屋外/屋内/人通りの多い場所,,,,,,
16,41,,配線器具の施設（2）,*低圧用*の*非包装ヒューズ*は、{1}のもので*製作*した*箱*又は*内面*全てに{1}のものを*張った箱*の*内部*に施設すること。!ただし、*使用電圧*が*300V以下*の*低圧配線*において、次に適合する*器具*又は*電気用品安全法*の適用を受ける*器具*に収めて施設する場合は、この限りでない。!①*極相互*の*間*に、*開閉*したとき又は*ヒューズ*が*溶断*したときに生じる*アーク*が*他の極*に及ばないような*絶縁性*の*隔壁*を設けること。!②*カバー*は、*耐アーク性*の*合成樹脂*で*製作*したものであり、かつ、*振動*により外れないものであること。!③*完成品*は、*日本産業規格*「*カバー付きナイフスイッチ*」に適合するものであること。,電技解釈第150条（配線器具の施設）より,不燃性/耐火性/耐アーク性,,,,,,,,,
16,42,,電気機械器具の施設（1）,*電気機械器具*は、その*充電部分*が*露出*しないように施設すること。!ただし、次の*いずれか*に該当するものについては、この限りでない。!（A）次に掲げるもの*以外*の*電気機械器具*であって、*取扱者以外の者*が出入りできないように措置した場所に施設するもの# ①*白熱電灯*# ②*放電灯*# ③{1}!（B）*電気こんろ*等その*充電部分*を*露出*して*電気*を*使用*することがやむを得ない*電熱器*であって、その*露出*する*部分*の*対地電圧*が{2}のもののその*露出*する*部分*!（C）*電気炉*、*電気溶接器*、*電動機*、*電解槽*又は*電撃殺虫器*であって、その*充電部分*の*一部*を*露出*して*電気*を*使用*することがやむを得ないもののその*露出*する*部分*!（D）*特別低電圧照明回路*の*白熱電灯*!（E）*管灯回路*の*配線*,電技解釈第151条（電気機械器具の施設）より,家庭用#電気機械器具/低圧の#電気機械器具,150V以下/300V以下,,,,,,,,
16,43,,電気機械器具の施設（2）,*通電部分*に{1}*電気機械器具*は、施設しないこと。,電技解釈第151条（電気機械器具の施設）より!ただし、*電技解釈第198条*（*電気浴器等*の施設）の規定により施設する場合は、この限りでない。,人が立ち入る/人が接近する,,,,,,,,,
16,44,,電気機械器具の施設（3）,*屋外*に施設する*電気機械器具内*の*配線*のうち、*人*が*接触*するおそれ又は*損傷*を受けるおそれがある部分は{1}により施設すること。,電技解釈第151条（電気機械器具の施設）より!ただし、*ケーブル工事*は*電線*を*金属製*の*管*その他の*防護装置*に収める場合に限る。,金属管工事#又は#ケーブル工事/がいし引き工事#又は#合成樹脂管工事/金属線ぴ工事#又は#金属管工事/金属ダクト工事#又は#バスダクト工事,,,,,,,,,
